location,date,population,new_cases,new_deaths,rolling_total_cases,rolling_total_deaths,rolling_total_percentage
Benin,12-02-24,14462720,0,0,3,0,0
Benin,13-02-24,14462720,0,0,3,0,0
Benin,14-02-24,14462720,0,0,3,0,0
Benin,15-02-24,14462720,0,0,3,0,0
Benin,16-02-24,14462720,0,0,3,0,0
Benin,17-02-24,14462720,0,0,3,0,0
Benin,18-02-24,14462720,0,0,3,0,0
Benin,19-02-24,14462720,0,0,3,0,0
Benin,20-02-24,14462720,0,0,3,0,0
Benin,21-02-24,14462720,0,0,3,0,0
Benin,22-02-24,14462720,0,0,3,0,0
Benin,23-02-24,14462720,0,0,3,0,0
Benin,24-02-24,14462720,0,0,3,0,0
Benin,25-02-24,14462720,0,0,3,0,0
Benin,26-02-24,14462720,0,0,3,0,0
Benin,27-02-24,14462720,0,0,3,0,0
Benin,28-02-24,14462720,0,0,3,0,0
Benin,29-02-24,14462720,0,0,3,0,0
Benin,01-03-24,14462720,0,0,3,0,0
Benin,02-03-24,14462720,0,0,3,0,0
Benin,03-03-24,14462720,0,0,3,0,0
Benin,04-03-24,14462720,0,0,3,0,0
Benin,05-03-24,14462720,0,0,3,0,0
Benin,06-03-24,14462720,0,0,3,0,0
Benin,07-03-24,14462720,0,0,3,0,0
Benin,08-03-24,14462720,0,0,3,0,0
Benin,09-03-24,14462720,0,0,3,0,0
Benin,10-03-24,14462720,0,0,3,0,0
Benin,11-03-24,14462720,0,0,3,0,0
Benin,12-03-24,14462720,0,0,3,0,0
Benin,13-03-24,14462720,0,0,3,0,0
Benin,14-03-24,14462720,0,0,3,0,0
Benin,15-03-24,14462720,0,0,3,0,0
Benin,16-03-24,14462720,0,0,3,0,0
Benin,17-03-24,14462720,0,0,3,0,0
Benin,18-03-24,14462720,0,0,3,0,0
Benin,19-03-24,14462720,0,0,3,0,0
Benin,20-03-24,14462720,0,0,3,0,0
Benin,21-03-24,14462720,0,0,3,0,0
Benin,22-03-24,14462720,0,0,3,0,0
Benin,23-03-24,14462720,0,0,3,0,0
Benin,24-03-24,14462720,0,0,3,0,0
Benin,25-03-24,14462720,0,0,3,0,0
Benin,26-03-24,14462720,0,0,3,0,0
Benin,27-03-24,14462720,0,0,3,0,0
Benin,28-03-24,14462720,0,0,3,0,0
Benin,29-03-24,14462720,0,0,3,0,0
Benin,30-03-24,14462720,0,0,3,0,0
Benin,31-03-24,14462720,0,0,3,0,0
Benin,01-04-24,14462720,0,0,3,0,0
Benin,02-04-24,14462720,0,0,3,0,0
Benin,03-04-24,14462720,0,0,3,0,0
Benin,04-04-24,14462720,0,0,3,0,0
Benin,05-04-24,14462720,0,0,3,0,0
Bermuda,19-07-22,64772,1,0,1,0,0
Bermuda,20-07-22,64772,0,0,1,0,0
Bermuda,21-07-22,64772,0,0,1,0,0
Bermuda,22-07-22,64772,0,0,1,0,0
Bermuda,23-07-22,64772,0,0,1,0,0
Bermuda,24-07-22,64772,0,0,1,0,0
Bermuda,25-07-22,64772,0,0,1,0,0
Bermuda,26-07-22,64772,0,0,1,0,0
Bermuda,27-07-22,64772,0,0,1,0,0
Bermuda,28-07-22,64772,0,0,1,0,0
Bermuda,29-07-22,64772,0,0,1,0,0
Bermuda,30-07-22,64772,0,0,1,0,0
Bermuda,31-07-22,64772,0,0,1,0,0
Bermuda,01-08-22,64772,0,0,1,0,0
Bermuda,02-08-22,64772,0,0,1,0,0
Bermuda,03-08-22,64772,0,0,1,0,0
Bermuda,04-08-22,64772,0,0,1,0,0
Bermuda,05-08-22,64772,0,0,1,0,0
Bermuda,06-08-22,64772,0,0,1,0,0
Bermuda,07-08-22,64772,0,0,1,0,0
Bermuda,08-08-22,64772,0,0,1,0,0
Bermuda,09-08-22,64772,0,0,1,0,0
Bermuda,10-08-22,64772,0,0,1,0,0
Bermuda,11-08-22,64772,0,0,1,0,0
Bermuda,12-08-22,64772,0,0,1,0,0
Bermuda,13-08-22,64772,0,0,1,0,0
Bermuda,14-08-22,64772,0,0,1,0,0
Bermuda,15-08-22,64772,0,0,1,0,0
Bermuda,16-08-22,64772,0,0,1,0,0
Bermuda,17-08-22,64772,0,0,1,0,0
Bermuda,18-08-22,64772,0,0,1,0,0
Bermuda,19-08-22,64772,0,0,1,0,0
Bermuda,20-08-22,64772,0,0,1,0,0
Bermuda,21-08-22,64772,0,0,1,0,0
Bermuda,22-08-22,64772,0,0,1,0,0
Bermuda,23-08-22,64772,0,0,1,0,0
Bermuda,24-08-22,64772,0,0,1,0,0
Bermuda,25-08-22,64772,0,0,1,0,0
Bermuda,26-08-22,64772,0,0,1,0,0
Bermuda,27-08-22,64772,0,0,1,0,0
Bermuda,28-08-22,64772,0,0,1,0,0
Bermuda,29-08-22,64772,0,0,1,0,0
Bermuda,30-08-22,64772,0,0,1,0,0
Bermuda,31-08-22,64772,0,0,1,0,0
Bermuda,01-09-22,64772,0,0,1,0,0
Bermuda,02-09-22,64772,0,0,1,0,0
Bermuda,03-09-22,64772,0,0,1,0,0
Bermuda,04-09-22,64772,0,0,1,0,0
Bermuda,05-09-22,64772,0,0,1,0,0
Bermuda,06-09-22,64772,0,0,1,0,0
Bermuda,07-09-22,64772,0,0,1,0,0
Bermuda,08-09-22,64772,0,0,1,0,0
Bermuda,09-09-22,64772,0,0,1,0,0
Bermuda,10-09-22,64772,0,0,1,0,0
Bermuda,11-09-22,64772,0,0,1,0,0
Bermuda,12-09-22,64772,0,0,1,0,0
Bermuda,13-09-22,64772,0,0,1,0,0
Bermuda,14-09-22,64772,0,0,1,0,0
Bermuda,15-09-22,64772,0,0,1,0,0
Bermuda,16-09-22,64772,0,0,1,0,0
Bermuda,17-09-22,64772,0,0,1,0,0
Bermuda,18-09-22,64772,0,0,1,0,0
Bermuda,19-09-22,64772,0,0,1,0,0
Bermuda,20-09-22,64772,0,0,1,0,0
Bermuda,21-09-22,64772,0,0,1,0,0
Bermuda,22-09-22,64772,0,0,1,0,0
Bermuda,23-09-22,64772,0,0,1,0,0
Bermuda,24-09-22,64772,0,0,1,0,0
Bermuda,25-09-22,64772,0,0,1,0,0
Bermuda,26-09-22,64772,0,0,1,0,0
Bermuda,27-09-22,64772,0,0,1,0,0
Bermuda,28-09-22,64772,0,0,1,0,0
Bermuda,29-09-22,64772,0,0,1,0,0
Bermuda,30-09-22,64772,0,0,1,0,0
Bermuda,01-10-22,64772,0,0,1,0,0
Bermuda,02-10-22,64772,0,0,1,0,0
Bermuda,03-10-22,64772,0,0,1,0,0
Bermuda,04-10-22,64772,0,0,1,0,0
Bermuda,05-10-22,64772,0,0,1,0,0
Bermuda,06-10-22,64772,0,0,1,0,0
Bermuda,07-10-22,64772,0,0,1,0,0
Bermuda,08-10-22,64772,0,0,1,0,0
Bermuda,09-10-22,64772,0,0,1,0,0
Bermuda,10-10-22,64772,0,0,1,0,0
Bermuda,11-10-22,64772,0,0,1,0,0
Bermuda,12-10-22,64772,0,0,1,0,0
Bermuda,13-10-22,64772,0,0,1,0,0
Bermuda,14-10-22,64772,0,0,1,0,0
Bermuda,15-10-22,64772,0,0,1,0,0
Bermuda,16-10-22,64772,0,0,1,0,0
Bermuda,17-10-22,64772,0,0,1,0,0
Bermuda,18-10-22,64772,0,0,1,0,0
Bermuda,19-10-22,64772,0,0,1,0,0
Bermuda,20-10-22,64772,0,0,1,0,0
Bermuda,21-10-22,64772,0,0,1,0,0
Bermuda,22-10-22,64772,0,0,1,0,0
Bermuda,23-10-22,64772,0,0,1,0,0
Bermuda,24-10-22,64772,0,0,1,0,0
Bermuda,25-10-22,64772,0,0,1,0,0
Bermuda,26-10-22,64772,0,0,1,0,0
Bermuda,27-10-22,64772,0,0,1,0,0
Bermuda,28-10-22,64772,0,0,1,0,0
Bermuda,29-10-22,64772,0,0,1,0,0
Bermuda,30-10-22,64772,0,0,1,0,0
Bermuda,31-10-22,64772,0,0,1,0,0
Bermuda,01-11-22,64772,0,0,1,0,0
Bermuda,02-11-22,64772,0,0,1,0,0
Bermuda,03-11-22,64772,0,0,1,0,0
Bermuda,04-11-22,64772,0,0,1,0,0
Bermuda,05-11-22,64772,0,0,1,0,0
Bermuda,06-11-22,64772,0,0,1,0,0
Bermuda,07-11-22,64772,0,0,1,0,0
Bermuda,08-11-22,64772,0,0,1,0,0
Bermuda,09-11-22,64772,0,0,1,0,0
Bermuda,10-11-22,64772,0,0,1,0,0
Bermuda,11-11-22,64772,0,0,1,0,0
Bermuda,12-11-22,64772,0,0,1,0,0
Bermuda,13-11-22,64772,0,0,1,0,0
Bermuda,14-11-22,64772,0,0,1,0,0
Bermuda,15-11-22,64772,0,0,1,0,0
Bermuda,16-11-22,64772,0,0,1,0,0
Bermuda,17-11-22,64772,0,0,1,0,0
Bermuda,18-11-22,64772,0,0,1,0,0
Bermuda,19-11-22,64772,0,0,1,0,0
Bermuda,20-11-22,64772,0,0,1,0,0
Bermuda,21-11-22,64772,0,0,1,0,0
Bermuda,22-11-22,64772,0,0,1,0,0
Bermuda,23-11-22,64772,0,0,1,0,0
Bermuda,24-11-22,64772,0,0,1,0,0
Bermuda,25-11-22,64772,0,0,1,0,0
Bermuda,26-11-22,64772,0,0,1,0,0
Bermuda,27-11-22,64772,0,0,1,0,0
Bermuda,28-11-22,64772,0,0,1,0,0
Bermuda,29-11-22,64772,0,0,1,0,0
Bermuda,30-11-22,64772,0,0,1,0,0
Bermuda,01-12-22,64772,0,0,1,0,0
Bermuda,02-12-22,64772,0,0,1,0,0
Bermuda,03-12-22,64772,0,0,1,0,0
Bermuda,04-12-22,64772,0,0,1,0,0
Bermuda,05-12-22,64772,0,0,1,0,0
Bermuda,06-12-22,64772,0,0,1,0,0
Bermuda,07-12-22,64772,0,0,1,0,0
Bermuda,08-12-22,64772,0,0,1,0,0
Bermuda,09-12-22,64772,0,0,1,0,0
Bermuda,10-12-22,64772,0,0,1,0,0
Bermuda,11-12-22,64772,0,0,1,0,0
Bermuda,12-12-22,64772,0,0,1,0,0
Bermuda,13-12-22,64772,0,0,1,0,0
Bermuda,14-12-22,64772,0,0,1,0,0
Bermuda,15-12-22,64772,0,0,1,0,0
Bermuda,16-12-22,64772,0,0,1,0,0
Bermuda,17-12-22,64772,0,0,1,0,0
Bermuda,18-12-22,64772,0,0,1,0,0
Bermuda,19-12-22,64772,0,0,1,0,0
Bermuda,20-12-22,64772,0,0,1,0,0
Bermuda,21-12-22,64772,0,0,1,0,0
Bermuda,22-12-22,64772,0,0,1,0,0
Bermuda,23-12-22,64772,0,0,1,0,0
Bermuda,24-12-22,64772,0,0,1,0,0
Bermuda,25-12-22,64772,0,0,1,0,0
Bermuda,26-12-22,64772,0,0,1,0,0
Bermuda,27-12-22,64772,0,0,1,0,0
Bermuda,28-12-22,64772,0,0,1,0,0
Bermuda,29-12-22,64772,0,0,1,0,0
Bermuda,30-12-22,64772,0,0,1,0,0
Bermuda,31-12-22,64772,0,0,1,0,0
Bermuda,01-01-23,64721,0,0,1,0,0
Bermuda,02-01-23,64721,0,0,1,0,0
Bermuda,03-01-23,64721,0,0,1,0,0
Bermuda,04-01-23,64721,0,0,1,0,0
Bermuda,05-01-23,64721,0,0,1,0,0
Bermuda,06-01-23,64721,0,0,1,0,0
Bermuda,07-01-23,64721,0,0,1,0,0
Bermuda,08-01-23,64721,0,0,1,0,0
Bermuda,09-01-23,64721,0,0,1,0,0
Bermuda,10-01-23,64721,0,0,1,0,0
Bermuda,11-01-23,64721,0,0,1,0,0
Bermuda,12-01-23,64721,0,0,1,0,0
Bermuda,13-01-23,64721,0,0,1,0,0
Bermuda,14-01-23,64721,0,0,1,0,0
Bermuda,15-01-23,64721,0,0,1,0,0
Bermuda,16-01-23,64721,0,0,1,0,0
Bermuda,17-01-23,64721,0,0,1,0,0
Bermuda,18-01-23,64721,0,0,1,0,0
Bermuda,19-01-23,64721,0,0,1,0,0
Bermuda,20-01-23,64721,0,0,1,0,0
Bermuda,21-01-23,64721,0,0,1,0,0
Bermuda,22-01-23,64721,0,0,1,0,0
Bermuda,23-01-23,64721,0,0,1,0,0
Bermuda,24-01-23,64721,0,0,1,0,0
Bermuda,25-01-23,64721,0,0,1,0,0
Bermuda,26-01-23,64721,0,0,1,0,0
Bermuda,27-01-23,64721,0,0,1,0,0
Bermuda,28-01-23,64721,0,0,1,0,0
Bermuda,29-01-23,64721,0,0,1,0,0
Bermuda,30-01-23,64721,0,0,1,0,0
Bermuda,31-01-23,64721,0,0,1,0,0
Bermuda,01-02-23,64721,0,0,1,0,0
Bermuda,02-02-23,64721,0,0,1,0,0
Bermuda,03-02-23,64721,0,0,1,0,0
Bermuda,04-02-23,64721,0,0,1,0,0
Bermuda,05-02-23,64721,0,0,1,0,0
Bermuda,06-02-23,64721,0,0,1,0,0
Bermuda,07-02-23,64721,0,0,1,0,0
Bermuda,08-02-23,64721,0,0,1,0,0
Bermuda,09-02-23,64721,0,0,1,0,0
Bermuda,10-02-23,64721,0,0,1,0,0
Bermuda,11-02-23,64721,0,0,1,0,0
Bermuda,12-02-23,64721,0,0,1,0,0
Bermuda,13-02-23,64721,0,0,1,0,0
Bermuda,14-02-23,64721,0,0,1,0,0
Bermuda,15-02-23,64721,0,0,1,0,0
Bermuda,16-02-23,64721,0,0,1,0,0
Bermuda,17-02-23,64721,0,0,1,0,0
Bermuda,18-02-23,64721,0,0,1,0,0
Bermuda,19-02-23,64721,0,0,1,0,0
Bermuda,20-02-23,64721,0,0,1,0,0
Bermuda,21-02-23,64721,0,0,1,0,0
Bermuda,22-02-23,64721,0,0,1,0,0
Bermuda,23-02-23,64721,0,0,1,0,0
Bermuda,24-02-23,64721,0,0,1,0,0
Bermuda,25-02-23,64721,0,0,1,0,0
Bermuda,26-02-23,64721,0,0,1,0,0
Bermuda,27-02-23,64721,0,0,1,0,0
Bermuda,28-02-23,64721,0,0,1,0,0
Bermuda,01-03-23,64721,0,0,1,0,0
Bermuda,02-03-23,64721,0,0,1,0,0
Bermuda,03-03-23,64721,0,0,1,0,0
Bermuda,04-03-23,64721,0,0,1,0,0
Bermuda,05-03-23,64721,0,0,1,0,0
Bermuda,06-03-23,64721,0,0,1,0,0
Bermuda,07-03-23,64721,0,0,1,0,0
Bermuda,08-03-23,64721,0,0,1,0,0
Bermuda,09-03-23,64721,0,0,1,0,0
Bermuda,10-03-23,64721,0,0,1,0,0
Bermuda,11-03-23,64721,0,0,1,0,0
Bermuda,12-03-23,64721,0,0,1,0,0
Bermuda,13-03-23,64721,0,0,1,0,0
Bermuda,14-03-23,64721,0,0,1,0,0
Bermuda,15-03-23,64721,0,0,1,0,0
Bermuda,16-03-23,64721,0,0,1,0,0
Bermuda,17-03-23,64721,0,0,1,0,0
Bermuda,18-03-23,64721,0,0,1,0,0
Bermuda,19-03-23,64721,0,0,1,0,0
Bermuda,20-03-23,64721,0,0,1,0,0
Bermuda,21-03-23,64721,0,0,1,0,0
Bermuda,22-03-23,64721,0,0,1,0,0
Bermuda,23-03-23,64721,0,0,1,0,0
Bermuda,24-03-23,64721,0,0,1,0,0
Bermuda,25-03-23,64721,0,0,1,0,0
Bermuda,26-03-23,64721,0,0,1,0,0
Bermuda,27-03-23,64721,0,0,1,0,0
Bermuda,28-03-23,64721,0,0,1,0,0
Bermuda,29-03-23,64721,0,0,1,0,0
Bermuda,30-03-23,64721,0,0,1,0,0
Bermuda,31-03-23,64721,0,0,1,0,0
Bermuda,01-04-23,64721,0,0,1,0,0
Bermuda,02-04-23,64721,0,0,1,0,0
Bermuda,03-04-23,64721,0,0,1,0,0
Bermuda,04-04-23,64721,0,0,1,0,0
Bermuda,05-04-23,64721,0,0,1,0,0
Bermuda,06-04-23,64721,0,0,1,0,0
Bermuda,07-04-23,64721,0,0,1,0,0
Bermuda,08-04-23,64721,0,0,1,0,0
Bermuda,09-04-23,64721,0,0,1,0,0
Bermuda,10-04-23,64721,0,0,1,0,0
Bermuda,11-04-23,64721,0,0,1,0,0
Bermuda,12-04-23,64721,0,0,1,0,0
Bermuda,13-04-23,64721,0,0,1,0,0
Bermuda,14-04-23,64721,0,0,1,0,0
Bermuda,15-04-23,64721,0,0,1,0,0
Bermuda,16-04-23,64721,0,0,1,0,0
Bermuda,17-04-23,64721,0,0,1,0,0
Bermuda,18-04-23,64721,0,0,1,0,0
Bermuda,19-04-23,64721,0,0,1,0,0
Bermuda,20-04-23,64721,0,0,1,0,0
Bermuda,21-04-23,64721,0,0,1,0,0
Bermuda,22-04-23,64721,0,0,1,0,0
Bermuda,23-04-23,64721,0,0,1,0,0
Bermuda,24-04-23,64721,0,0,1,0,0
Bermuda,25-04-23,64721,0,0,1,0,0
Bermuda,26-04-23,64721,0,0,1,0,0
Bermuda,27-04-23,64721,0,0,1,0,0
Bermuda,28-04-23,64721,0,0,1,0,0
Bermuda,29-04-23,64721,0,0,1,0,0
Bermuda,30-04-23,64721,0,0,1,0,0
Bermuda,01-05-23,64721,0,0,1,0,0
Bermuda,02-05-23,64721,0,0,1,0,0
Bermuda,03-05-23,64721,0,0,1,0,0
Bermuda,04-05-23,64721,0,0,1,0,0
Bermuda,05-05-23,64721,0,0,1,0,0
Bermuda,06-05-23,64721,0,0,1,0,0
Bermuda,07-05-23,64721,0,0,1,0,0
Bermuda,08-05-23,64721,0,0,1,0,0
Bermuda,09-05-23,64721,0,0,1,0,0
Bermuda,10-05-23,64721,0,0,1,0,0
Bermuda,11-05-23,64721,0,0,1,0,0
Bermuda,12-05-23,64721,0,0,1,0,0
Bermuda,13-05-23,64721,0,0,1,0,0
Bermuda,14-05-23,64721,0,0,1,0,0
Bermuda,15-05-23,64721,0,0,1,0,0
Bermuda,16-05-23,64721,0,0,1,0,0
Bermuda,17-05-23,64721,0,0,1,0,0
Bermuda,18-05-23,64721,0,0,1,0,0
Bermuda,19-05-23,64721,0,0,1,0,0
Bermuda,20-05-23,64721,0,0,1,0,0
Bermuda,21-05-23,64721,0,0,1,0,0
Bermuda,22-05-23,64721,0,0,1,0,0
Bermuda,23-05-23,64721,0,0,1,0,0
Bermuda,24-05-23,64721,0,0,1,0,0
Bermuda,25-05-23,64721,0,0,1,0,0
Bermuda,26-05-23,64721,0,0,1,0,0
Bermuda,27-05-23,64721,0,0,1,0,0
Bermuda,28-05-23,64721,0,0,1,0,0
Bermuda,29-05-23,64721,0,0,1,0,0
Bermuda,30-05-23,64721,0,0,1,0,0
Bermuda,31-05-23,64721,0,0,1,0,0
Bermuda,01-06-23,64721,0,0,1,0,0
Bermuda,02-06-23,64721,0,0,1,0,0
Bermuda,03-06-23,64721,0,0,1,0,0
Bermuda,04-06-23,64721,0,0,1,0,0
Bermuda,05-06-23,64721,0,0,1,0,0
Bermuda,06-06-23,64721,0,0,1,0,0
Bermuda,07-06-23,64721,0,0,1,0,0
Bermuda,08-06-23,64721,0,0,1,0,0
Bermuda,09-06-23,64721,0,0,1,0,0
Bermuda,10-06-23,64721,0,0,1,0,0
Bermuda,11-06-23,64721,0,0,1,0,0
Bermuda,12-06-23,64721,0,0,1,0,0
Bermuda,13-06-23,64721,0,0,1,0,0
Bermuda,14-06-23,64721,0,0,1,0,0
Bermuda,15-06-23,64721,0,0,1,0,0
Bermuda,16-06-23,64721,0,0,1,0,0
Bermuda,17-06-23,64721,0,0,1,0,0
Bermuda,18-06-23,64721,0,0,1,0,0
Bermuda,19-06-23,64721,0,0,1,0,0
Bermuda,20-06-23,64721,0,0,1,0,0
Bermuda,21-06-23,64721,0,0,1,0,0
Bermuda,22-06-23,64721,0,0,1,0,0
Bermuda,23-06-23,64721,0,0,1,0,0
Bermuda,24-06-23,64721,0,0,1,0,0
Bermuda,25-06-23,64721,0,0,1,0,0
Bermuda,26-06-23,64721,0,0,1,0,0
Bermuda,27-06-23,64721,0,0,1,0,0
Bermuda,28-06-23,64721,0,0,1,0,0
Bermuda,29-06-23,64721,0,0,1,0,0
Bermuda,30-06-23,64721,0,0,1,0,0
Bermuda,01-07-23,64721,0,0,1,0,0
Bermuda,02-07-23,64721,0,0,1,0,0
Bermuda,03-07-23,64721,0,0,1,0,0
Bermuda,04-07-23,64721,0,0,1,0,0
Bermuda,05-07-23,64721,0,0,1,0,0
Bermuda,06-07-23,64721,0,0,1,0,0
Bermuda,07-07-23,64721,0,0,1,0,0
Bermuda,08-07-23,64721,0,0,1,0,0
Bermuda,09-07-23,64721,0,0,1,0,0
Bermuda,10-07-23,64721,0,0,1,0,0
Bermuda,11-07-23,64721,0,0,1,0,0
Bermuda,12-07-23,64721,0,0,1,0,0
Bermuda,13-07-23,64721,0,0,1,0,0
Bermuda,14-07-23,64721,0,0,1,0,0
Bermuda,15-07-23,64721,0,0,1,0,0
Bermuda,16-07-23,64721,0,0,1,0,0
Bermuda,17-07-23,64721,0,0,1,0,0
Bermuda,18-07-23,64721,0,0,1,0,0
Bermuda,19-07-23,64721,0,0,1,0,0
Bermuda,20-07-23,64721,0,0,1,0,0
Bermuda,21-07-23,64721,0,0,1,0,0
Bermuda,22-07-23,64721,0,0,1,0,0
Bermuda,23-07-23,64721,0,0,1,0,0
Bermuda,24-07-23,64721,0,0,1,0,0
Bermuda,25-07-23,64721,0,0,1,0,0
Bermuda,26-07-23,64721,0,0,1,0,0
Bermuda,27-07-23,64721,0,0,1,0,0
Bermuda,28-07-23,64721,0,0,1,0,0
Bermuda,29-07-23,64721,0,0,1,0,0
Bermuda,30-07-23,64721,0,0,1,0,0
Bermuda,31-07-23,64721,0,0,1,0,0
Bermuda,01-08-23,64721,0,0,1,0,0
Bermuda,02-08-23,64721,0,0,1,0,0
Bermuda,03-08-23,64721,0,0,1,0,0
Bermuda,04-08-23,64721,0,0,1,0,0
Bermuda,05-08-23,64721,0,0,1,0,0
Bermuda,06-08-23,64721,0,0,1,0,0
Bermuda,07-08-23,64721,0,0,1,0,0
Bermuda,08-08-23,64721,0,0,1,0,0
Bermuda,09-08-23,64721,0,0,1,0,0
Bermuda,10-08-23,64721,0,0,1,0,0
Bermuda,11-08-23,64721,0,0,1,0,0
Bermuda,12-08-23,64721,0,0,1,0,0
Bermuda,13-08-23,64721,0,0,1,0,0
Bermuda,14-08-23,64721,0,0,1,0,0
Bermuda,15-08-23,64721,0,0,1,0,0
Bermuda,16-08-23,64721,0,0,1,0,0
Bermuda,17-08-23,64721,0,0,1,0,0
Bermuda,18-08-23,64721,0,0,1,0,0
Bermuda,19-08-23,64721,0,0,1,0,0
Bermuda,20-08-23,64721,0,0,1,0,0
Bermuda,21-08-23,64721,0,0,1,0,0
Bermuda,22-08-23,64721,0,0,1,0,0
Bermuda,23-08-23,64721,0,0,1,0,0
Bermuda,24-08-23,64721,0,0,1,0,0
Bermuda,25-08-23,64721,0,0,1,0,0
Bermuda,26-08-23,64721,0,0,1,0,0
Bermuda,27-08-23,64721,0,0,1,0,0
Bermuda,28-08-23,64721,0,0,1,0,0
Bermuda,29-08-23,64721,0,0,1,0,0
Bermuda,30-08-23,64721,0,0,1,0,0
Bermuda,31-08-23,64721,0,0,1,0,0
Bermuda,01-09-23,64721,0,0,1,0,0
Bermuda,02-09-23,64721,0,0,1,0,0
Bermuda,03-09-23,64721,0,0,1,0,0
Bermuda,04-09-23,64721,0,0,1,0,0
Bermuda,05-09-23,64721,0,0,1,0,0
Bermuda,06-09-23,64721,0,0,1,0,0
Bermuda,07-09-23,64721,0,0,1,0,0
Bermuda,08-09-23,64721,0,0,1,0,0
Bermuda,09-09-23,64721,0,0,1,0,0
Bermuda,10-09-23,64721,0,0,1,0,0
Bermuda,11-09-23,64721,0,0,1,0,0
Bermuda,12-09-23,64721,0,0,1,0,0
Bermuda,13-09-23,64721,0,0,1,0,0
Bermuda,14-09-23,64721,0,0,1,0,0
Bermuda,15-09-23,64721,0,0,1,0,0
Bermuda,16-09-23,64721,0,0,1,0,0
Bermuda,17-09-23,64721,0,0,1,0,0
Bermuda,18-09-23,64721,0,0,1,0,0
Bermuda,19-09-23,64721,0,0,1,0,0
Bermuda,20-09-23,64721,0,0,1,0,0
Bermuda,21-09-23,64721,0,0,1,0,0
Bermuda,22-09-23,64721,0,0,1,0,0
Bermuda,23-09-23,64721,0,0,1,0,0
Bermuda,24-09-23,64721,0,0,1,0,0
Bermuda,25-09-23,64721,0,0,1,0,0
Bermuda,26-09-23,64721,0,0,1,0,0
Bermuda,27-09-23,64721,0,0,1,0,0
Bermuda,28-09-23,64721,0,0,1,0,0
Bermuda,29-09-23,64721,0,0,1,0,0
Bermuda,30-09-23,64721,0,0,1,0,0
Bermuda,01-10-23,64721,0,0,1,0,0
Bermuda,02-10-23,64721,0,0,1,0,0
Bermuda,03-10-23,64721,0,0,1,0,0
Bermuda,04-10-23,64721,0,0,1,0,0
Bermuda,05-10-23,64721,0,0,1,0,0
Bermuda,06-10-23,64721,0,0,1,0,0
Bermuda,07-10-23,64721,0,0,1,0,0
Bermuda,08-10-23,64721,0,0,1,0,0
Bermuda,09-10-23,64721,0,0,1,0,0
Bermuda,10-10-23,64721,0,0,1,0,0
Bermuda,11-10-23,64721,0,0,1,0,0
Bermuda,12-10-23,64721,0,0,1,0,0
Bermuda,13-10-23,64721,0,0,1,0,0
Bermuda,14-10-23,64721,0,0,1,0,0
Bermuda,15-10-23,64721,0,0,1,0,0
Bermuda,16-10-23,64721,0,0,1,0,0
Bermuda,17-10-23,64721,0,0,1,0,0
Bermuda,18-10-23,64721,0,0,1,0,0
Bermuda,19-10-23,64721,0,0,1,0,0
Bermuda,20-10-23,64721,0,0,1,0,0
Bermuda,21-10-23,64721,0,0,1,0,0
Bermuda,22-10-23,64721,0,0,1,0,0
Bermuda,23-10-23,64721,0,0,1,0,0
Bermuda,24-10-23,64721,0,0,1,0,0
Bermuda,25-10-23,64721,0,0,1,0,0
Bermuda,26-10-23,64721,0,0,1,0,0
Bermuda,27-10-23,64721,0,0,1,0,0
Bermuda,28-10-23,64721,0,0,1,0,0
Bermuda,29-10-23,64721,0,0,1,0,0
Bermuda,30-10-23,64721,0,0,1,0,0
Bermuda,31-10-23,64721,0,0,1,0,0
Bermuda,01-11-23,64721,0,0,1,0,0
Bermuda,02-11-23,64721,0,0,1,0,0
Bermuda,03-11-23,64721,0,0,1,0,0
Bermuda,04-11-23,64721,0,0,1,0,0
Bermuda,05-11-23,64721,0,0,1,0,0
Bermuda,06-11-23,64721,0,0,1,0,0
Bermuda,07-11-23,64721,0,0,1,0,0
Bermuda,08-11-23,64721,0,0,1,0,0
Bermuda,09-11-23,64721,0,0,1,0,0
Bermuda,10-11-23,64721,0,0,1,0,0
Bermuda,11-11-23,64721,0,0,1,0,0
Bermuda,12-11-23,64721,0,0,1,0,0
Bermuda,13-11-23,64721,0,0,1,0,0
Bermuda,14-11-23,64721,0,0,1,0,0
Bermuda,15-11-23,64721,0,0,1,0,0
Bermuda,16-11-23,64721,0,0,1,0,0
Bermuda,17-11-23,64721,0,0,1,0,0
Bermuda,18-11-23,64721,0,0,1,0,0
Bermuda,19-11-23,64721,0,0,1,0,0
Bermuda,20-11-23,64721,0,0,1,0,0
Bermuda,21-11-23,64721,0,0,1,0,0
Bermuda,22-11-23,64721,0,0,1,0,0
Bermuda,23-11-23,64721,0,0,1,0,0
Bermuda,24-11-23,64721,0,0,1,0,0
Bermuda,25-11-23,64721,0,0,1,0,0
Bermuda,26-11-23,64721,0,0,1,0,0
Bermuda,27-11-23,64721,0,0,1,0,0
Bermuda,28-11-23,64721,0,0,1,0,0
Bermuda,29-11-23,64721,0,0,1,0,0
Bermuda,30-11-23,64721,0,0,1,0,0
Bermuda,01-12-23,64721,0,0,1,0,0
Bermuda,02-12-23,64721,0,0,1,0,0
Bermuda,03-12-23,64721,0,0,1,0,0
Bermuda,04-12-23,64721,0,0,1,0,0
Bermuda,05-12-23,64721,0,0,1,0,0
Bermuda,06-12-23,64721,0,0,1,0,0
